win_rate,total_pnl,total_profit,total_loss,profit_factor,trade_count,market_count,closed_count,address
0.625,269.3045480232261,315.85898320556726,46.55443518234111,6.784723774833337,56,43,8,0x70d8775ed7f433da23987178ba33ed325f9aebb5
0.625,163.85718674818202,197.82020396295442,33.96301721477242,5.824576854052629,45,28,8,0xe7ddd30e47c3c741cdf29506dae36ce79ff5f43d
0.625,-4.943137203734335,0.6971607349049072,5.649450002000003,0.12340329318041583,47,31,8,0x17e202ddc4fb79878261893fc74ab38e8db7d257
0.6153846153846154,2928.2090185803604,6708.992294149628,3780.783275569267,1.7744979823366005,200,98,13,0x020b3e1b425742b74b67723c5e0feb912665d13c
0.6129032258064516,-900.5261357486552,6606.540400667489,7507.066536416143,0.8800428727545868,200,72,31,0x277f73bb5c40bfe12ea3523e90a6d5e0c452ed32
0.6111111111111112,327.9760221165449,2875.626524664183,2547.6505025476386,1.128736662186815,200,72,18,0x59506f839022561f48eec644d3460439bc508c48
0.6111111111111112,-1047.8203758007126,19.57102158856471,1067.3913973892772,0.018335375042775586,200,47,18,0xce294d191f2d008e8ac5ea9269761272d8cf3518
0.6071428571428571,5793.384822694663,7667.640274263364,1874.2554515687002,4.091032664648653,200,79,28,0xdbf73adbf83a752de9ef9390e32797df82eafbea
0.6,8421.268600956399,8577.152800956399,155.8842,55.02259241768184,34,16,5,0x71b261cedc8a366fa6ba135f81a523320b6a307d
0.6,3049.892115198118,5039.639626925501,1989.747511727383,2.532803582978415,200,57,10,0x0c0e270cf879583d6a0142fc817e05b768d0434e
0.6,779.2339789912551,1036.649132415426,257.41515342417097,4.027148824091278,116,41,15,0x2534db653b57d90ad72028bb3ccc61d559f141c9
0.6,373.84765937584484,845.1074548373234,471.2597954614786,1.7932941935132756,200,59,15,0xf9712c6d06a0e6527ae7f85c9d540158e1a40a57
0.6,334.97432519195894,595.4048959958552,260.4305708038961,2.2862327343443654,200,39,20,0x36e7e560c4d4cf32926906d939a18cf91f8a0b6b
0.6,316.52388139055057,397.3744,80.85051860944945,4.914927038619597,100,50,10,0x1f7de293c1eca145c9531d9e6e40dfd6c7384e63
0.6,259.0660312213819,316.18764174977105,57.1216105283892,5.535341857923056,77,46,20,0xde175b83a9faacd85ac3504616a690a9548e17c1
0.6,54.27081689722471,59.699256519249516,5.4284396220248095,10.997498485021682,67,41,5,0x94e4639e9aef0eab61533ecafe74c5f15662534a
0.6,43.78718054678481,4185.401111559988,4141.613931013204,1.010572492095146,200,33,20,0xdd2dcebc3a85e8e7f986143446b13f91cb8e84e6
0.6,-38.11668131788977,39.72431742211582,77.84099874000559,0.5103264097984898,32,15,5,0xf3708b30ade6d7ebae1e3e20ba36ad49731ace25
0.6,-724.1255600937582,2024.5036427992384,2748.629202892996,0.7365502922942102,200,59,15,0xf9b71663d723d28fa455db659098e1dacde860a4
0.6,-2321.442085056658,828.1114457814041,3149.553530838062,0.2629297891504808,200,71,10,0xba0e86ed0b403c7a7d5c4816c752fb34c9775ceb
0.5909090909090909,-119.87192277795558,409.04217347783725,528.9140962557929,0.7733622082933043,200,67,44,0x217b52dfa0d4d10baf9aa3d55d93f44341e9bfcd
0.5909090909090909,-7534.238800240265,923.3667671665717,8457.605567406836,0.10917590798097276,200,37,22,0x92669a96dab74e0017dd2bc40d2fda5071d87562
